1549505434.403074 /muse/annotation sssss '{"annotation_type": "recorder_info", "libmuse_version": "6.29.1 API Version 9", "recorder_key": "InteraXon", "recorder_name": "Muse Direct", "recorder_version": "0.19.1"}''JSON'''''''
1549505434.403448 /muse/device s '{"processor_speed": "", "hardware_model_id": "Aspire R7-572", "time_zone_offset_seconds": 28800, "time_zone": "", "number_of_processors": 4, "os_version": "10.0.17134.523", "bluetooth_version": "", "memory_size": "", "hardware_model_name": "Acer", "processor_name": "x64", "os_type": "Windows"}'
1549505434.403602 /muse/config s '{"drlref_conversion_factor": 0, "acc_sample_frequency_hz": 52, "battery_percent_remaining": 7600, "eeg_downsample": 4294967295, "notch_frequency_hz": 0, "eeg_locations": [], "eeg_units": 1, "eeg_output_frequency_hz": 256, "eeg_conversion_factor": 0, "eeg_channel_layout": "TP9 FP1 FP2 TP10", "acc_data_enabled": true, "eeg_sample_frequency_hz": 4294967295, "mac_addr": "0055DAB041A9", "preset": "21", "drlref_sample_frequency_hz": 16, "serial_number": "2031-PWHN-41A9", "filters_enabled": false, "battery_millivolts": 0, "acc_units": 1, "battery_data_enabled": true, "afe_gain": 2000.0, "compression_enabled": false, "eeg_channel_count": 4, "error_data_enabled": false, "acc_conversion_factor": 0, "eeg_samples_bitwidth": 16, "drlref_data_enabled": true}'
1549505434.370128 /muse/eeg  
1549505434.370094 /muse/eeg ffffff  856.227112 852.197815 845.750916 842.930420 nan nan
1549505434.403691 /muse/eeg  
1549505434.403654 /muse/eeg ffffff  854.212463 848.571411 848.571411 855.421265 nan nan
1549505434.403723 /muse/eeg  
1549505434.403705 /muse/eeg ffffff  878.388306 843.333313 858.241760 861.868103 nan nan
1549505434.403753 /muse/eeg  
1549505434.403735 /muse/eeg ffffff  868.717957 842.527466 853.003662 853.003662 nan nan
1549505434.403782 /muse/eeg  
1549505434.403765 /muse/eeg ffffff  850.183167 844.945068 844.945068 830.036621 nan nan
1549505434.403812 /muse/eeg  
1549505434.403794 /muse/eeg ffffff  861.465210 848.168518 835.677673 813.919434 nan nan
1549505434.403842 /muse/eeg  
1549505434.403824 /muse/eeg ffffff  871.538452 849.780212 839.706970 823.589722 nan nan
1549505434.405044 /muse/eeg  
1549505434.405290 /muse/eeg  
1549505434.405298 /muse/eeg  
1549505434.405302 /muse/eeg  
1549505434.405306 /muse/eeg  
1549505434.405311 /muse/eeg  
1549505434.405315 /muse/eeg  
1549505434.405320 /muse/eeg  
1549505434.405324 /muse/eeg  
1549505434.405329 /muse/eeg  
1549505434.405333 /muse/eeg  
1549505434.405337 /muse/eeg  
1549505434.405342 /muse/eeg  
